seriesuid,coordX,coordY,coordZ,diameter_mm,class
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,25.96063039822772,19.33756275679238,-18.184106107306597,9.098724012926034,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,32.26656668807186,-76.69405336060365,-0.26284532265897553,8.928363550741935,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-147.73969105977758,-82.40016068624153,-20.196477048891353,12.70743521940971,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-123.63371263795685,91.75946602234302,-66.6519765964537,21.215536847156358,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-144.52725557149168,59.088438709926464,74.58833021525916,22.5186463113765,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,125.21868392565949,-148.40999808071837,71.26007444177137,12.777970702210826,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,96.25844194600577,65.53718125096609,5.255509806736583,12.438867619033887,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-88.47673195516228,140.39821995127028,31.642871825512245,5.788166256119674,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,8.95200695433499,62.16902869333336,40.166925216425824,3.0949643101522106,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,129.60430267708023,-53.80734235214571,14.082464633684822,9.861531556237507,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,14.580935381445954,14.67659396669319,-44.740430650464624,17.429717149116,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-108.3525679673939,-149.1867301757011,-57.495590378747806,12.355988825245413,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,88.28683498993874,-117.99022496596919,52.609119002468205,18.903388613169234,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,129.8814201299864,147.27884293721718,-44.24972849201441,10.10148603913121,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,66.47896522538315,-135.5716068107737,42.22717226271223,20.870581292259807,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,89.8611392758547,97.53980300783917,-47.039251981778385,6.656601905559994,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,122.35983913875481,-55.14102531105162,13.246001369258508,17.391569522011178,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,64.1347364565978,119.90023358765194,18.615231627275648,13.954745485951193,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,23.245881271837703,-43.39126445448123,-16.277683469774715,13.764579512516175,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-81.2923827225611,12.854793184022668,-10.270778529533615,8.987578861899623,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,58.115282221001536,-99.98077200198506,56.794367306015744,12.890167033695175,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,21.945254777216604,149.30778477715296,37.86046800582341,17.967531069843016,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-107.06160433545912,-88.63662204916102,32.10961233354213,12.855555691140705,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-119.1251907767565,10.944405445378436,-18.176765166462644,11.968005262760279,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,0.6865042387590563,11.958191133851017,-2.0463777006588373,10.814924250051838,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-146.33907830458665,29.532810361568096,9.826252098446076,18.188297793590852,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,98.0396483427235,137.7224383692083,-23.621361423218488,6.4564235927196885,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-63.62111505728217,34.485078945796346,61.77786132644471,4.338788659433485,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-73.19534044390133,67.82867581872023,13.944435788823228,3.45310394140479,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,87.02539113722602,-143.09321856370875,22.705081648236913,19.509920044473713,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-129.32353818983435,-126.80368035336383,-59.362955092228574,21.17055116753015,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-113.15676544627986,-79.22818962147564,-50.17192344490654,5.471701107858896,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-50.35607620351831,-56.56672078630764,-40.890656868433105,15.589465451062209,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,73.27489555298666,-88.32605748730876,43.16848330717386,15.489316761523336,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-25.648624738911693,109.05544218388707,63.44403476977274,12.176802935651516,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,125.53641748179035,26.120467240970157,-70.07299946348425,22.905987109099094,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,23.289586227464156,-100.34600477160785,-69.91812596301075,8.475356107186178,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-66.72384821117457,-83.97083577567088,-43.09788234881606,13.364168377763502,1
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-12.303303594896079,17.191610667014373,54.094802683610084,13.841673254407807,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-60.12122647005688,-57.01892211941673,-15.402282681360319,11.242933728081987,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-45.183900285200096,-9.530451467586204,18.746398057657842,10.065422738564063,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,26.236081270222314,-61.786596233708536,32.10887996847424,13.663545523474859,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-5.673615483724205,-0.896415353625315,39.8034421599361,3.4715555039515724,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-127.34899085883323,75.97386622423525,-34.15472179195508,22.538329835653222,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,90.22493144583632,143.67943068478837,50.96832891848558,21.807850240276565,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,15.516778577801915,-73.83343078700871,-45.58303504598208,13.13218909854481,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-48.21862623114271,20.833055329050097,58.11907237702545,14.361318034800785,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,91.59449020737154,146.61863458663282,15.479610326546933,20.364403575102063,1
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,133.32291767318202,-107.67544536668592,-14.041153758971696,8.775761466563191,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,39.97223247328816,70.7713839588007,52.21921432003252,3.946645351905004,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,42.877669084275965,61.183840541552826,61.59360053104558,15.994270505038026,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,97.53219942679794,-41.08223634147285,-69.86578337692063,20.935708157565994,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,82.15035696040209,-41.17263160021636,54.16020299620823,6.268252601943009,1
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,83.92763243640923,-115.72862222388095,9.866492994984071,24.64881549380163,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-95.36785835352502,-4.566489854896162,1.8686483822882423,18.800486661487973,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-29.23498692090584,-84.59306775177406,21.75812516539942,11.120894429278763,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,120.17169037091571,57.36655728289631,27.47757846682221,20.742013021880176,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,94.51632852073715,-0.5727739466982769,-64.92369001264349,10.72595411266453,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,66.06077448968873,-118.02638096139769,-53.99721920093265,7.3284112632307945,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,69.6553735377187,-74.78080183152068,19.96470950361713,12.862572403318513,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,101.43208895348874,-28.685549535292708,40.63670655964057,11.128865429216496,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,137.58815319396615,-94.68872379631104,-61.44945591335882,19.503662212851484,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,101.1236972109088,-18.841981092826956,62.327051593787104,18.316788666925735,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,134.7920391173297,-31.005188084383718,68.11304048094496,4.240030658108966,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-69.02663328234154,11.952833672458041,-50.6979183162623,21.19671184744104,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,136.57089381704367,-103.59835773502914,18.499882635748605,12.38169540880887,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-44.53795165973435,-26.161934817974313,30.73883245334295,15.35886539843571,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-127.21997688911337,-126.67039677631288,-74.64909140613327,24.224785316970074,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-119.07187619587654,-55.62103295717674,46.11453777251418,24.090370858338822,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,57.168069733692164,6.39020022407081,-61.99421822067246,23.996099032094328,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,41.68481560027854,77.71075366165496,33.61549939097078,16.293557914947684,1
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,121.00914379080746,43.99947573514902,28.976281718538715,2.23829935980904,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-136.75036868696995,26.47912709097932,74.90302493487522,14.33935795449231,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-56.143543048323735,-113.84322636406067,34.65355071874224,5.62237666685513,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-23.47120208084624,88.60255138772922,36.75968221803306,2.317182751515398,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,6.73037282135067,43.36399518774664,22.52510256648422,9.75273398697534,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-5.681434846774067,115.4995069569843,4.539769895235025,11.584771881955879,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,21.728327830039717,91.1930938202693,5.760223557118138,16.879724201932994,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,6.050432963619556,-21.954883003540687,56.499806679367424,11.020146016669411,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,147.10239400253312,-149.92874292723462,-47.17906356349163,10.215133358073418,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-128.9910882757587,-147.15436991145057,-67.09742460341572,3.1250418547268355,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-6.065601943048563,24.227162168198305,-34.246954339649385,10.558897215415254,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-49.088860851473385,6.7557574903569275,34.84077107769677,1.0803126890315013,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-60.899137063535335,105.8465465075704,32.33299728513629,15.138604827301476,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,123.10173061726027,-136.46979683390305,-58.57986019813273,10.399123372968546,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,136.9247092678275,89.39679664301502,-36.15260225972795,15.125301495357888,1
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,115.25969343945087,30.239533932659413,60.55859507629057,24.740437835520616,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-130.5040771551318,-29.52592907235376,50.67386029248682,6.533660699320456,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-113.89837138950122,-135.9163928556561,-17.386408276312565,1.881566498238727,1
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,97.86170873818975,90.23090613896252,19.46668844942296,6.191776552877284,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,29.18222172910231,7.509450258080449,-35.964994807270905,13.365950183553421,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,148.90073274201728,119.23084441386118,-5.49288776765701,15.95049719044285,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-139.54045192985254,118.476432368352,54.019022462688554,11.978370346568976,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-68.11218754310552,-6.99695150088948,-68.34350047001449,21.452644800328187,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-51.2845903890387,129.47684649569698,35.281898178517906,7.7533830538606425,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-148.47535805459222,58.71428785492506,-67.68246274902404,13.78246046561829,1
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,-117.15934198366384,118.34397929042024,73.72130027175723,2.476408629741641,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000000,4.823706133084983,121.95411583337403,10.697841287936114,16.89068824255755,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,113.58899590654738,89.22780648207842,23.76777519876383,21.413961498261806,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,62.50889301451045,101.10399850910161,29.62071925039254,17.32337852224721,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,75.81499186729238,-102.41846841207789,57.130613879839274,21.924244665885567,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,97.7450251694288,-111.33903975796645,-24.732171861128712,18.844198150998587,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,95.39010723571866,99.64025338732259,1.1201600641254288,1.153260921204006,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,35.07807551272265,144.35585340822706,19.772029052500258,7.235285945539835,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,11.995613914756632,83.95361854534309,-58.952904175956235,19.26466966004867,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,138.89760115769838,-47.43835018839417,19.893283970092213,23.36867453224042,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,131.16854617093531,56.365716690244,-64.82444113422422,8.22312560672359,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-129.79481955936848,24.651138052881976,-23.11754145705649,15.901972426419452,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,111.46104184571288,142.04669075321908,70.33167829285372,18.991643961830192,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,77.47895877870678,-142.62392506235955,-71.68146727065042,8.76664525958899,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,81.12222534233797,54.98861298195155,-8.114594043487756,7.567039990759981,1
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-22.145609329208114,-14.58389270109737,-50.45642682124962,20.075429169998305,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-83.76911616337188,-125.28568631524719,27.07489531120696,16.708269142747245,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,135.2590686751231,-104.68263246572994,-10.149779843609707,23.646782084022373,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,41.55778429922566,-30.721680611161716,-33.867719647699495,24.615463551035877,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,118.22976110374032,-81.01361823267415,-43.034294396237506,1.7472179892282726,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-39.44209688287165,109.3074749518911,-4.018513996266421,24.23664226995332,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,110.58695038668321,82.97905583752251,40.638276696607804,21.274797474805304,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,37.86609648942462,-110.62653669528373,-70.12107307631221,23.100348347576485,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,88.96118729285288,-5.543294546234989,-57.403771655640824,4.0044590128612105,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-20.908231530161203,-89.84258198989897,-1.260817988784467,2.541014489803218,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-69.3019786694707,89.26773019115646,-28.44570616146393,11.925283577963228,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-128.26593366163235,-32.25193307799455,-3.0091747924314802,15.40049315486329,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,58.49456583796277,108.03671915676136,41.97764833400247,1.9508518083605715,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-118.52094647454754,-77.38649524124176,72.99938899007196,4.4198930296363175,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,35.44672029543574,60.73949116323118,8.94730252303711,1.2345003380604078,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,5.313493015413428,-123.64005025655,-22.40596031862289,1.7968746109927975,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-30.92301713952118,-110.1852737870819,10.13112723923372,17.54715925929438,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-89.95492672655698,-99.75522532227907,-59.31482394983996,16.27432598904728,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-140.52415655230737,130.86367387310696,-67.20430745227914,13.991112047225691,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,111.29073712382569,64.22607963972834,45.259212460468774,9.146804621027346,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-125.96554608459746,118.4449968181583,7.138856423060432,20.61514647909985,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,43.07330855895748,7.920798280833964,34.73842826329978,2.95911956873415,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-75.86902979695607,-102.1365959660435,55.76753498883025,6.261135696593064,1
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-48.93126246866795,-95.36462529339022,43.45477607137187,16.808986612021027,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,16.60906528128936,65.76053348167915,-40.73178880030519,24.912013985361806,1
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,45.09770590408107,-90.13726472125646,27.034236364693697,2.7327618155002202,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.000000000001,-72.6951334466359,-11.213112978205118,55.24087581125707,18.45205767439139,0
